"","link","title","response","domestic","domestic2","foreign","foreign2"
"1","/movies/?id=indianajonesandthelastcrusade.htm","Indiana Jones and the Last Crusade","$474.2","$197.2","41.6%","$277.0","58.4%"
"2","/movies/?id=batman.htm","Batman","$411.3","$251.2","61.1%","$160.2","38.9%"
"3","/movies/?id=backtothefuture2.htm","Back to the Future Part II","$332.0","$118.5","35.7%","$213.5","64.3%"
"4","/movies/?id=lookwhostalking.htm","Look Who's Talking","$297.0","$140.1","47.2%","$156.9","52.8%"
"5","/movies/?id=deadpoetssociety.htm","Dead Poets Society","$235.9","$95.9","40.6%","$140.0","59.4%"
"6","/movies/?id=lethalweapon2.htm","Lethal Weapon 2","$227.9","$147.3","64.6%","$80.6","35.4%"
"7","/movies/?id=honeyishrunkthekids.htm","Honey, I Shrunk the Kids","$222.7","$130.7","58.7%","$92.0","41.3%"
"8","/movies/?id=ghostbusters2.htm","Ghostbusters II","$215.4","$112.5","52.2%","$102.9","47.8%"
"9","/movies/?id=littlemermaid.htm","The Little Mermaid","$184.2","$84.4","45.8%","$99.8","54.2%"
"10","/movies/?id=bornonthefourthofjuly.htm","Born on the Fourth of July","$161.0","$70.0","43.5%","$91.0","56.5%"
"11","/movies/?id=waroftheroses.htm","The War of the Roses","$160.2","$86.9","54.2%","$73.3","45.8%"
"12","/movies/?id=licensetokill.htm","Licence to Kill","$156.2","$34.7","22.2%","$121.5","77.8%"
"13","/movies/?id=drivingmissdaisy.htm","Driving Miss Daisy","$145.8","$106.6","73.1%","$39.2","26.9%"
"14","/movies/?id=blackrain.htm","Black Rain","$134.2","$46.2","34.4%","$88.0","65.6%"
"15","/movies/?id=parenthood.htm","Parenthood","$126.3","$100.0","79.2%","$26.3","20.8%"
"16","/movies/?id=seaoflove.htm","Sea of Love","$110.9","$58.6","52.8%","$52.3","47.2%"
"17","/movies/?id=steelmagnolias.htm","Steel Magnolias","$95.9","$83.8","87.3%","$12.1","12.7%"
"18","/movies/?id=abyss.htm","The Abyss","$89.8","$54.2","60.4%","$35.5","39.6%"
"19","/movies/?id=fieldofdreams.htm","Field of Dreams","$84.4","$64.4","76.3%","$20.0","23.7%"
"20","/movies/?id=unclebuck.htm","Uncle Buck","$79.3","$66.8","84.2%","$12.5","15.8%"
"21","/movies/?id=k-9.htm","K-9","$78.2","$43.2","55.3%","$35.0","44.7%"
"22","/movies/?id=always.htm","Always","$74.1","$43.9","59.2%","$30.3","40.8%"
"23","/movies/?id=burbs.htm","The 'Burbs","$49.1","$36.6","74.5%","$12.5","25.5%"
"24","/movies/?id=fletchlives.htm","Fletch Lives","$39.5","$35.2","89.1%","$4.3","10.9%"
"25","/movies/?id=fly2.htm","The Fly II","$38.9","$20.0","51.5%","$18.9","48.5%"
"26","/movies/?id=dotherightthing.htm","Do the Right Thing","$37.3","$27.5","73.9%","$9.8","26.1%"
"27","/movies/?id=dad.htm","Dad","$27.5","$22.1","80.4%","$5.4","19.6%"
"28","/movies/?id=sayanything.htm","Say Anything","$21.5","$20.8","96.6%","$734k","3.4%"
"29","/movies/?id=rogerandme.htm","Roger and Me","$7.7","$6.7","87.0%","$1.0","13.0%"
"30","/movies/?id=distantvoicesstilllives.htm","Distant Voices, Still Lives","$688k","$688k","100.0%","n/a","0.0%"
"31","/movies/?id=ghost.htm","Ghost","$505.7","$217.6","43.0%","$288.1","57.0%"
"32","/movies/?id=homealone.htm","Home Alone","$476.7","$285.8","59.9%","$190.9","40.1%"
"33","/movies/?id=prettywoman.htm","Pretty Woman","$463.4","$178.4","38.5%","$285.0","61.5%"
"34","/movies/?id=danceswithwolves.htm","Dances with Wolves","$424.2","$184.2","43.4%","$240.0","56.6%"
"35","/movies/?id=totalrecall.htm","Total Recall","$261.3","$119.4","45.7%","$141.9","54.3%"
"36","/movies/?id=backtothefuture3.htm","Back to the Future Part III","$244.5","$87.7","35.9%","$156.8","64.1%"
"37","/movies/?id=diehard2.htm","Die Hard 2: Die Harder","$240.0","$117.5","49.0%","$122.5","51.0%"
"38","/movies/?id=presumedinnocent.htm","Presumed Innocent","$221.3","$86.3","39.0%","$135.0","61.0%"
"39","/movies/?id=teenagemutantninjaturtles.htm","Teenage Mutant Ninja Turtles","$202.0","$135.3","67.0%","$66.7","33.0%"
"40","/movies/?id=kindergartencop.htm","Kindergarten Cop","$202.0","$91.5","45.3%","$110.5","54.7%"
"41","/movies/?id=huntforredoctober.htm","The Hunt for Red October","$200.5","$122.0","60.9%","$78.5","39.1%"
"42","/movies/?id=dicktracy.htm","Dick Tracy","$162.7","$103.7","63.7%","$59.0","36.3%"
"43","/movies/?id=daysofthunder.htm","Days of Thunder","$157.9","$82.7","52.3%","$75.3","47.7%"
"44","/movies/?id=another48hrs.htm","Another 48 HRS.","$153.5","$80.8","52.6%","$72.7","47.4%"
"45","/movies/?id=birdonawire.htm","Bird on a Wire","$138.7","$71.0","51.2%","$67.7","48.8%"
"46","/movies/?id=godfather3.htm","The Godfather Part III","$136.8","$66.7","48.7%","$70.1","51.3%"
"47","/movies/?id=rocky5.htm","Rocky V","$119.9","$40.9","34.1%","$79.0","65.9%"
"48","/movies/?id=edwardscissorhands.htm","Edward Scissorhands","$86.0","$56.4","65.5%","$29.7","34.5%"
"49","/movies/?id=problemchild.htm","Problem Child","$72.3","$53.5","74.0%","$18.8","26.0%"
"50","/movies/?id=markedfordeath.htm","Marked for Death","$58.0","$46.0","79.4%","$11.9","20.6%"
"51","/movies/?id=predator2.htm","Predator 2","$57.1","$30.7","53.7%","$26.5","46.3%"
"52","/movies/?id=darkman.htm","Darkman","$48.9","$33.9","69.3%","$15.0","30.7%"
"53","/movies/?id=pacificheights.htm","Pacific Heights","$44.9","$29.4","65.4%","$15.5","34.6%"
"54","/movies/?id=exorcist3.htm","The Exorcist III","$39.0","$26.1","66.9%","$12.9","33.1%"
"55","/movies/?id=childsplay2.htm","Child's Play 2","$35.8","$28.5","79.7%","$7.3","20.3%"
"56","/movies/?id=airamerica.htm","Air America","$33.5","$31.1","92.8%","$2.4","7.2%"
"57","/movies/?id=ghostdad.htm","Ghost Dad","$25.4","$24.7","97.2%","$714k","2.8%"
"58","/movies/?id=henryandjune.htm","Henry & June","$23.5","$11.6","49.3%","$11.9","50.7%"
"59","/movies/?id=nastygirl.htm","The Nasty Girl","$2.3","$2.3","100.0%","n/a","0.0%"
"60","/movies/?id=cestlavie.htm","C'est La Vie","$805k","$805k","100.0%","n/a","0.0%"
"61","/movies/?id=terminator2.htm","Terminator 2: Judgment Day","$519.8","$204.8","39.4%","$315.0","60.6%"
"62","/movies/?id=robinhoodprinceofthieves.htm","Robin Hood: Prince of Thieves","$390.5","$165.5","42.4%","$225.0","57.6%"
"63","/movies/?id=beautyandthebeast.htm","Beauty and the Beast","$351.9","$145.9","41.5%","$206.0","58.5%"
"64","/movies/?id=hook.htm","Hook","$300.9","$119.7","39.8%","$181.2","60.2%"
"65","/movies/?id=silenceofthelambs.htm","The Silence of the Lambs","$272.7","$130.7","47.9%","$142.0","52.1%"
"66","/movies/?id=jfk.htm","JFK","$205.4","$70.4","34.3%","$135.0","65.7%"
"67","/movies/?id=addamsfamily.htm","The Addams Family","$191.5","$113.5","59.3%","$78.0","40.7%"
"68","/movies/?id=capefear.htm","Cape Fear","$182.3","$79.1","43.4%","$103.2","56.6%"
"69","/movies/?id=hotshots.htm","Hot Shots!","$181.1","$69.5","38.4%","$111.6","61.6%"
"70","/movies/?id=cityslickers.htm","City Slickers","$179.0","$124.0","69.3%","$55.0","30.7%"
"71","/movies/?id=sleepingwiththeenemy.htm","Sleeping with the Enemy","$175.0","$101.6","58.1%","$73.4","41.9%"
"72","/movies/?id=backdraft.htm","Backdraft","$152.4","$77.9","51.1%","$74.5","48.9%"
"73","/movies/?id=friedgreentomatoes.htm","Fried Green Tomatoes","$119.4","$82.4","69.0%","$37.0","31.0%"
"74","/movies/?id=startrek6.htm","Star Trek VI: The Undiscovered Country","$96.9","$74.9","77.3%","$22.0","22.7%"
"75","/movies/?id=pointbreak.htm","Point Break","$83.5","$43.2","51.7%","$40.3","48.3%"
"76","/movies/?id=dyingyoung.htm","Dying Young","$82.3","$33.7","40.9%","$48.6","59.1%"
"77","/movies/?id=hardway.htm","The Hard Way","$65.6","$25.9","39.5%","$39.7","60.5%"
"78","/movies/?id=kingralph.htm","King Ralph","$52.5","$34.0","64.8%","$18.5","35.2%"
"79","/movies/?id=junglefever.htm","Jungle Fever","$43.9","$32.5","74.0%","$11.4","26.0%"
"80","/movies/?id=grandcanyon.htm","Grand Canyon","$41.0","$33.2","81.1%","$7.7","18.9%"
"81","/movies/?id=fievelgoeswest.htm","An American Tail: Fievel Goes West","$40.8","$22.2","54.4%","$18.6","45.6%"
"82","/movies/?id=problemchild2.htm","Problem Child 2","$32.7","$25.1","76.8%","$7.6","23.2%"
"83","/movies/?id=peopleunderthestairs.htm","The People Under the Stairs","$31.3","$24.2","77.2%","$7.1","22.8%"
"84","/movies/?id=truthordare.htm","Madonna: Truth or Dare","$29.0","$15.0","51.7%","$14.0","48.3%"
"85","/movies/?id=classaction.htm","Class Action","$28.3","$24.3","85.9%","$4.0","14.1%"
"86","/movies/?id=onlythelonely.htm","Only the Lonely","$25.1","$21.8","87.0%","$3.3","13.0%"
"87","/movies/?id=pureluck.htm","Pure Luck","$24.9","$22.6","90.8%","$2.3","9.2%"
"88","/movies/?id=lionheart.htm","Lionheart","$24.3","$24.1","99.2%","$193k","0.8%"
"89","/movies/?id=fortheboys.htm","For the Boys","$23.2","$17.9","77.0%","$5.3","23.0%"
"90","/movies/?id=childsplay3.htm","Child's Play 3","$20.6","$15.0","72.8%","$5.6","27.2%"
"91","/movies/?id=rush.htm","Rush","$7.2","$7.2","100.0%","n/a","0.0%"
"92","/movies/?id=doublelifeofveronique.htm","The Double Life of Veronique","$2.0","$2.0","100.0%","n/a","0.0%"
"93","/movies/?id=trust.htm","Trust","$356k","$356k","100.0%","n/a","0.0%"
"94","/movies/?id=aladdin.htm","Aladdin","$504.1","$217.4","43.1%","$286.7","56.9%"
"95","/movies/?id=bodyguard.htm","The Bodyguard","$410.9","$121.9","29.7%","$289.0","70.3%"
"96","/movies/?id=homealone2.htm","Home Alone 2: Lost in New York","$359.0","$173.6","48.4%","$185.4","51.6%"
"97","/movies/?id=basicinstinct.htm","Basic Instinct","$352.9","$117.7","33.4%","$235.2","66.6%"
"98","/movies/?id=lethalweapon3.htm","Lethal Weapon 3","$321.7","$144.7","45.0%","$177.0","55.0%"
"99","/movies/?id=batmanreturns.htm","Batman Returns","$266.8","$162.8","61.0%","$104.0","39.0%"
"100","/movies/?id=fewgoodmen.htm","A Few Good Men","$243.2","$141.3","58.1%","$101.9","41.9%"
"101","/movies/?id=sisteract.htm","Sister Act","$231.6","$139.6","60.3%","$92.0","39.7%"
"102","/movies/?id=bramstokersdracula.htm","Bram Stoker's Dracula","$215.9","$82.5","38.2%","$133.3","61.8%"
"103","/movies/?id=waynesworld.htm","Wayne's World","$183.1","$121.7","66.5%","$61.4","33.5%"
"104","/movies/?id=patriotgames.htm","Patriot Games","$178.1","$83.4","46.8%","$94.7","53.2%"
"105","/movies/?id=alien3.htm","Alien 3","$159.8","$55.5","34.7%","$104.3","65.3%"
"106","/movies/?id=unforgiven.htm","Unforgiven","$159.2","$101.2","63.6%","$58.0","36.4%"